name,candidate,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
KIHUEN,Kihuen,H,House,DEM,DEMOCRATIC PARTY,NV,4,4,"{00,04,04}","{2012,2016,2018}","{2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,9/13/11,2/7/17,2/7/17,H2NV00050,2018
VAN PELT,Van Pelt,H,House,REP,REPUBLICAN PARTY,IN,7,7,{07},{2018},{2018},C,C,Challenger,8/30/17 20:56,7/24/17,7/24/17,7/24/17,H8IN07291,2018
KIPNIS,Kipnis,H,House,REP,REPUBLICAN PARTY,NJ,12,12,{12},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/25/18,11/25/18,11/25/18,H8NJ12108,2018
NAVARRO,Navarro,H,House,REP,REPUBLICAN PARTY,CA,43,43,"{43,43,43}","{2016,2018,2020}","{2016,2018,2020}",C,C,Challenger,2/13/19 21:28,9/2/15,11/13/18,11/13/18,H6CA44145,2020
PAULSEN,Paulsen,H,House,REP,REPUBLICAN PARTY,MN,3,3,"{03,03,03,03,03,03}","{2008,2010,2012,2014,2016,2018}","{2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,10/9/07,9/28/18,9/28/18,H8MN03077,2018
RYAN,Ryan,H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,6/6/17,3/16/18,3/16/18,H8NY19223,2018
AMODEI,Amodei,H,House,REP,REPUBLICAN PARTY,NV,2,2,"{02,02,02,02,02}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,5/19/11,4/9/19,11/1/17,H2NV02395,2020
BOYAJIAN,Boyajian,H,House,DEM,DEMOCRATIC PARTY,NY,21,21,{21},{2018},{2018},C,C,Challenger,10/17/17 22:53,8/1/17,8/1/17,8/1/17,H8NY21286,2018
ABEL,Abel,H,House,DEM,DEMOCRATIC PARTY,GA,6,6,{06},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/20/17,10/20/17,10/20/17,H8GA06377,2018
MUSTAFA,Mustafa,H,House,DEM,DEMOCRATIC PARTY,IL,5,5,{05},{2018},{2018},C,C,Challenger,10/17/17 22:53,8/7/17,8/7/17,8/7/17,H8IL05123,2018
STORMENT,Storment,H,House,DEM,DEMOCRATIC PARTY,CA,1,1,{01},{2018},{2018},N,C,Challenger,8/1/17 20:57,6/5/17,6/5/17,6/5/17,H8CA01216,2018
HACKETT,Hackett,H,House,DEM,DEMOCRATIC PARTY,IN,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/20/17,10/20/17,10/20/17,H8IN02177,2018
KRISHNAMOORTHI,Krishnamoorthi,H,House,DEM,DEMOCRATIC PARTY,IL,8,8,"{08,08,08}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,3/29/19 21:06,4/9/15,3/4/19,3/4/19,H6IL08147,2020
BRANNON,Brannon,H,House,DEM,DEMOCRATIC PARTY,OK,4,4,{04},{2018},"{2018,2020}",N,C,Challenger,4/25/18 21:12,,,,H8OK04094,2018
CUNNINGHAM,Cunningham,H,House,DEM,DEMOCRATIC PARTY,SC,1,1,"{01,01}","{2018,2020}","{2018,2020}",C,I,Incumbent,3/26/19 21:06,7/6/17,11/13/18,11/13/18,H8SC01116,2020
NORDAL,Nordal,H,House,REP,REPUBLICAN PARTY,CA,49,49,{49},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,2/27/18,2/27/18,2/27/18,H8CA49157,2018
DENT,Dent,H,House,REP,REPUBLICAN PARTY,PA,15,15,"{15,15,15,15,15,15,15,15}","{2004,2006,2008,2010,2012,2014,2016,2018}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,4/25/03,11/28/16,11/28/16,H4PA15087,2018
DUCK,Duck,H,House,DEM,DEMOCRATIC PARTY,MD,6,6,"{06,06,06,06}","{2006,2008,2010,2018}","{2006,2008,2010,2018}",C,O,Open seat,1/9/18 21:09,5/25/05,6/12/17,6/12/17,H6MD06121,2018
GARDNER,Gardner,H,House,DEM,DEMOCRATIC PARTY,NC,7,7,{07},{2018},{2018},N,C,Challenger,8/1/17 20:57,6/5/17,6/5/17,6/5/17,H8NC07119,2018
ROBERTS,Roberts,H,House,REP,REPUBLICAN PARTY,NC,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/5/17,4/5/17,4/5/17,H8NC10071,2018
PITTENGER,Pittenger,H,House,REP,REPUBLICAN PARTY,NC,9,9,"{09,09,09,09,09}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",N,C,Challenger,1/30/19 10:01,2/29/12,1/26/17,1/26/17,H2NC09134,2020
BIGGAN,Biggan,H,House,DEM,DEMOCRATIC PARTY,TX,24,24,"{24,24}","{2018,2020}","{2018,2020}",N,,,4/16/19 21:11,10/4/17,4/16/19,4/16/19,H8TX24111,2020
MENG,Meng,H,House,DEM,DEMOCRATIC PARTY,NY,6,6,"{06,06,06,06,06}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,3/21/12,12/19/18,12/19/18,H2NY06116,2020
WELLS,Wells,H,House,DEM,DEMOCRATIC PARTY,FL,3,3,"{03,03}","{2018,2020}","{2018,2020}",N,,,4/21/19 21:07,6/8/17,4/20/19,4/20/19,H8FL03020,2020
SAIZAN,Saizan,H,House,DEM,DEMOCRATIC PARTY,LA,6,6,{06},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/16/18,5/16/18,5/16/18,H8LA06162,2018
STOLER,Stoler,H,House,REP,REPUBLICAN PARTY,NJ,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/17/18,1/17/18,1/17/18,H8NJ04196,2018
CAMPOVERDI,Campoverdi,H,House,DEM,DEMOCRATIC PARTY,CA,34,34,{34},{2018},"{2016,2018}",N,C,Challenger,3/20/17 20:58,12/8/16,12/8/16,12/8/16,H8CA34126,2018
GREEN,Green,H,House,DEM,DEMOCRATIC PARTY,TX,29,29,"{29,29,29,29,29,29,29,29,29,29,29,29,29,29}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,9/13/91,2/5/17,2/5/17,H2TX29030,2018
SCHARER,Scharer,H,House,DEM,DEMOCRATIC PARTY,AZ,8,8,"{03,02,02,08,08}","{2000,2004,2006,2012,2018}","{2000,2002,2004,2006,2008,2012,2018}",N,O,Open seat,1/26/18 21:11,2/25/99,3/30/12,3/30/12,H0AZ03248,2018
YOUNG,Young,H,House,DEM,DEMOCRATIC PARTY,KY,6,6,"{06,06,06}","{2014,2016,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,4/14/14,8/16/17,8/16/17,H4KY06163,2018
ROBERTS,Roberts,H,House,DEM,DEMOCRATIC PARTY,OH,6,6,"{06,06}","{2018,2020}","{2018,2020}",N,C,Challenger,4/9/19 21:06,4/5/19,4/5/19,4/5/19,H8OH06133,2020
GOSAI,Gosai,H,House,DEM,DEMOCRATIC PARTY,FL,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/29/18,1/29/18,1/29/18,H8FL03053,2018
DUGDALE,Dugdale,H,House,DEM,DEMOCRATIC PARTY,IN,5,5,{05},{2018},"{2018,2020}",N,C,Challenger,3/6/18 21:07,5/5/17,5/5/17,5/5/17,H8IN05147,2018
EDWARDS,Edwards,H,House,REP,REPUBLICAN PARTY,OK,5,5,{05},{2018},{2018},N,C,Challenger,5/12/18 0:54,5/11/18,5/11/18,5/11/18,H8OK05190,2018
NUNES,Nunes,H,House,REP,REPUBLICAN PARTY,CA,22,22,"{20,21,21,21,21,21,22,22,22,22,22}","{1998,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/20/19 21:17,3/9/98,2/20/19,2/20/19,H8CA20059,2020
LUNKENHEIMER,Lunkenheimer,H,House,DEM,DEMOCRATIC PARTY,PA,5,5,{05},{2018},{2018},C,O,Open seat,4/27/18 0:10,2/1/18,3/15/18,3/15/18,H8PA07184,2018
LOVE,Love,H,House,DEM,DEMOCRATIC PARTY,NV,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,9/1/17,9/1/17,9/1/17,H8NV03192,2018
SCHOOLEY,Schooley,H,House,REP,REPUBLICAN PARTY,PA,13,13,"{09,13}","{2014,2018}","{2012,2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,4/20/12,5/28/18,6/26/13,H2PA09092,2018
SMITH,Smith,H,House,DEM,DEMOCRATIC PARTY,TN,9,9,{09},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,12/20/17,12/20/17,12/20/17,H8TN09106,2018
DEUTCH,Deutch,H,House,DEM,DEMOCRATIC PARTY,FL,22,22,"{19,21,21,22,22,22}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/15/19 22:03,10/23/09,12/19/18,12/19/18,H0FL19080,2020
LATTA,Latta,H,House,REP,REPUBLICAN PARTY,OH,5,5,"{05,05,05,05,05,05,05,05}","{1988,2008,2010,2012,2014,2016,2018,2020}","{1988,1990,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,1/21/88,1/29/19,1/29/19,H8OH05036,2020
SLAUGHTER,Slaughter,H,House,DEM,DEMOCRATIC PARTY,NY,25,25,"{03,30,30,28,28,28,28,28,28,28,28,28,28,25,25,25,25}","{1976,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1976,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,3/19/86,2/7/17,2/7/17,H6NY03031,2018
TURNER,Turner,H,House,REP,REPUBLICAN PARTY,OH,10,10,"{03,03,03,03,03,10,10,10,10,10}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,2/12/02,3/18/19,3/18/19,H2OH03067,2020
HERROD,Herrod,H,House,REP,REPUBLICAN PARTY,UT,3,3,{03},{2018},{2018},N,C,Challenger,5/16/18 21:15,,,,H8UT03477,2018
NOBLE,Noble,H,House,DEM,DEMOCRATIC PARTY,VA,7,7,{07},{2018},"{2018,2020}",N,C,Challenger,4/19/17 21:05,4/8/17,4/8/17,4/8/17,H8VA07078,2018
SCHNEIDER,Schneider,H,House,REP,REPUBLICAN PARTY,MA,6,6,{06},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/9/18,10/5/18,10/5/18,H8MA06133,2018
LEYVA,Leyva,H,House,REP,REPUBLICAN PARTY,IN,1,1,"{01,01,01,01,01,01,01,01,01,01}","{1998,2000,2002,2004,2006,2008,2010,2012,2014,2018}","{1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",N,C,Challenger,3/26/18 23:01,4/25/00,11/18/14,2/7/11,H8IN01096,2018
DUNHAM,Dunham,H,House,REP,REPUBLICAN PARTY,OH,11,11,{11},{2018},{2018},C,C,Challenger,4/18/18 21:13,2/23/18,2/23/18,2/23/18,H8OH11315,2018
SINEMA,Sinema,H,House,DEM,DEMOCRATIC PARTY,AZ,9,9,"{09,09,09,09}","{2012,2014,2016,2018}","{2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,1/4/12,11/30/16,11/30/16,H2AZ09019,2018
WHITE,White,H,House,REP,REPUBLICAN PARTY,CA,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/19/18,1/19/18,1/19/18,H8CA04236,2018
PRICE,Price,H,House,DEM,DEMOCRATIC PARTY,NC,11,11,{11},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/4/17,7/4/17,7/4/17,H8NC11103,2018
GREENE,Greene,H,House,DEM,DEMOCRATIC PARTY,AZ,5,5,"{05,05}","{2018,2020}","{2018,2020}",C,C,Challenger,1/30/19 21:09,5/19/17,1/18/19,1/18/19,H8AZ05154,2020
GHORBANI,Ghorbani,H,House,DEM,DEMOCRATIC PARTY,UT,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,9/25/17,9/25/17,9/25/17,H8UT02255,2018
BEDELL,Bedell,H,House,DEM,DEMOCRATIC PARTY,VA,7,7,"{07,07}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,1/25/16,4/3/17,4/3/17,H6VA07148,2018
BASSILIAN,Bassilian,H,House,REP,REPUBLICAN PARTY,CA,37,37,{37},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/31/17,1/31/17,1/31/17,H8CA37293,2018
MESSMER,Messmer,H,House,DEM,DEMOCRATIC PARTY,NH,1,1,{01},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/13/17,11/13/17,11/13/17,H8NH01202,2018
GIPSON,Gipson,H,House,DEM,DEMOCRATIC PARTY,OK,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/16/18,4/16/18,4/16/18,H8OK04078,2018
CONYERS,Conyers,H,House,DEM,DEMOCRATIC PARTY,MI,13,13,"{01,01,01,01,01,01,01,01,14,14,14,14,14,14,14,14,14,14,13,13,13,13}","{1976,1977,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,3/19/76,12/21/16,12/21/16,H6MI01028,2018
LASONDE,Lasonde,H,House,REP,REPUBLICAN PARTY,IL,9,9,"{09,09}","{2016,2018}","{2016,2018}",N,C,Challenger,1/5/17 21:04,11/3/15,12/5/16,12/5/16,H6IL09145,2018
THOMAS,Thomas,H,House,DEM,DEMOCRATIC PARTY,TX,25,25,{25},{2018},{2018},C,C,Challenger,9/27/17 20:56,5/11/17,5/11/17,5/11/17,H8TX25126,2018
DEEN,Deen,H,House,REP,REPUBLICAN PARTY,TX,5,5,{05},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/20/17,11/20/17,11/20/17,H8TX05110,2018
GRIFFIN,Griffin,H,House,REP,REPUBLICAN PARTY,GA,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/12/18,1/12/18,1/12/18,H8GA10189,2018
WEGMAN,Wegman,H,House,DEM,DEMOCRATIC PARTY,PA,9,9,"{16,09}","{2016,2018}","{2016,2018,2020}",P,O,Open seat,3/27/19 16:02,2/29/16,6/15/18,6/15/18,H6PA16338,2018
GOSAR,Gosar,H,House,REP,REPUBLICAN PARTY,AZ,4,4,"{01,04,04,04,04,04}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,5/4/09,3/9/17,3/9/17,H0AZ01259,2020
PLUMMER,Plummer,H,House,DEM,DEMOCRATIC PARTY,TX,22,22,{22},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/10/17,10/10/17,10/10/17,H8TX22206,2018
BROOKS,Brooks,H,House,REP,REPUBLICAN PARTY,IN,5,5,"{05,05,05,05,05}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,8/8/11,12/4/18,12/4/18,H2IN05082,2020
KULKARNI,Kulkarni,H,House,DEM,DEMOCRATIC PARTY,TX,22,22,"{22,22}","{2018,2020}","{2018,2020}",N,C,Challenger,4/9/19 21:06,6/19/18,4/3/19,4/3/19,H8TX22313,2020
HARMON,Harmon,H,House,REP,REPUBLICAN PARTY,IN,7,7,"{07,07,07,07,07,07}","{2008,2010,2012,2014,2016,2018}","{2008,2010,2012,2014,2016,2018,2020}",N,C,Challenger,8/1/17 20:57,2/16/08,5/22/17,5/22/17,H8IN07150,2018
THOMPSON,Thompson,H,House,DEM,DEMOCRATIC PARTY,MO,4,4,{04},{2018},{2018},C,C,Challenger,4/17/18 21:13,1/27/18,1/27/18,1/27/18,H8MO04097,2018
SALAZAR,Salazar,H,House,REP,REPUBLICAN PARTY,FL,27,27,{27},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/1/18,3/1/18,3/1/18,H8FL27185,2018
BALTER,Balter,H,House,DEM,DEMOCRATIC PARTY,NY,24,24,"{24,24}","{2018,2020}","{2018,2020}",N,,,4/17/19 21:18,9/12/17,4/17/19,4/17/19,H8NY24090,2020
MUCARSEL-POWELL,Mucarsel-Powell,H,House,DEM,DEMOCRATIC PARTY,FL,26,26,"{26,26}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/3/19 21:06,8/1/17,4/2/19,4/2/19,H8FL26039,2020
HAMMOND,Hammond,H,House,REP,REPUBLICAN PARTY,NV,3,3,{03},{2018},{2018},C,O,Open seat,1/9/18 21:09,7/5/17,7/5/17,7/5/17,H8NV03119,2018
BUSH,Bush,H,House,DEM,DEMOCRATIC PARTY,MO,1,1,"{01,01}","{2018,2020}","{2018,2020}",N,C,Challenger,1/28/19 21:05,4/20/17,1/24/19,1/24/19,H8MO01143,2020
DELGADO,Delgado,H,House,DEM,DEMOCRATIC PARTY,NY,19,19,"{19,19}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/1/19 21:06,2/24/17,12/17/18,12/17/18,H8NY19181,2020
HARRIS,Harris,H,House,REP,REPUBLICAN PARTY,NC,9,9,"{09,09}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,3/30/16,7/5/17,7/5/17,H6NC09200,2018
RAMSEY,Ramsey,H,House,DEM,DEMOCRATIC PARTY,KS,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,6/13/17,6/13/17,6/13/17,H8KS03106,2018
WAKELY,Wakely,H,House,DEM,DEMOCRATIC PARTY,TX,21,21,"{21,21}","{2016,2018}","{2016,2018}",N,O,Open seat,1/9/18 21:09,10/12/15,6/1/17,6/1/17,H6TX21228,2018
MEIER,Meier,H,House,DEM,DEMOCRATIC PARTY,OH,8,8,"{08,08,08}","{1990,2006,2018}","{1990,2006,2008,2018}",N,C,Challenger,2/20/18 21:22,7/28/06,8/3/06,8/3/06,H0OH08060,2018
HUNTER,Hunter,H,House,DEM,DEMOCRATIC PARTY,FL,12,12,{12},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/2/18,1/2/18,1/2/18,H8FL12088,2018
GREGORY,Gregory,H,House,DEM,DEMOCRATIC PARTY,NY,2,2,"{02,02}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,5/19/15,1/18/18,1/18/18,H6NY02124,2018
SOLA,Sola,H,House,REP,REPUBLICAN PARTY,FL,24,24,{24},{2018},{2018},C,C,Challenger,8/29/17 20:55,4/16/17,4/19/17,4/19/17,H8FL24059,2018
SHAPIRO,Shapiro,H,House,DEM,DEMOCRATIC PARTY,FL,16,16,{16},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/14/17,10/14/17,10/14/17,H8FL16055,2018
GRAVES,Graves,H,House,REP,REPUBLICAN PARTY,GA,14,14,"{09,14,14,14,14,14}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/29/19 21:06,5/20/09,3/21/19,3/21/19,H0GA09030,2020
AUSTIN,Austin,H,House,DEM,DEMOCRATIC PARTY,HI,2,2,{02},{2018},{2018},N,C,Challenger,3/26/18 23:01,3/8/18,3/8/18,3/8/18,H8HI02158,2018
HARRIS,Harris,H,House,REP,REPUBLICAN PARTY,OK,1,1,{01},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,4/11/17,4/11/17,4/11/17,H8OK01165,2018
RAMSEY,Ramsey,H,House,DEM,DEMOCRATIC PARTY,IA,1,1,{01},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,6/16/17,6/16/17,6/16/17,H8IA01110,2018
FRANCOIS,Francois,H,House,REP,REPUBLICAN PARTY,FL,7,7,{07},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/11/18,1/11/18,1/11/18,H8FL07088,2018
SAPP,Sapp,H,House,REP,REPUBLICAN PARTY,FL,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/12/18,1/12/18,1/12/18,H8FL03046,2018
ARRINGTON,Arrington,H,House,REP,REPUBLICAN PARTY,SC,1,1,{01},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,8/4/17,10/23/18,10/23/18,H8SC01124,2018
LOWEY,Lowey,H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{20,20,18,18,18,18,18,18,18,18,18,17,17,17,17,17}","{1988,1990,1992,1994,1996,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,12/3/87,12/17/18,12/17/18,H8NY20056,2020
BLANKENSHIP,Blankenship,H,House,REP,REPUBLICAN PARTY,NC,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/31/17,10/31/17,10/31/17,H8NC10105,2018
YODER,Yoder,H,House,REP,REPUBLICAN PARTY,KS,3,3,"{03,03,03,03,03}","{2010,2012,2014,2016,2018}","{2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,12/9/09,3/28/19,7/2/18,H0KS03137,2018
MILLER,Miller,H,House,REP,REPUBLICAN PARTY,WV,3,3,"{03,03}","{2018,2020}","{2018,2020}",N,I,Incumbent,1/28/19 21:05,7/31/17,7/31/17,7/31/17,H8WV03097,2020
KUSTOFF,Kustoff,H,House,REP,REPUBLICAN PARTY,TN,8,8,"{07,08,08,08}","{2002,2016,2018,2020}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,1/28/19 21:05,4/15/02,12/19/18,12/19/18,H2TN07103,2020
BLUM,Blum,H,House,REP,REPUBLICAN PARTY,IA,1,1,"{01,01,01,01}","{2012,2014,2016,2018}","{2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,11/3/11,3/28/18,3/28/18,H2IA01055,2018
MOORE,Moore,H,House,REP,REPUBLICAN PARTY,AL,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/13/17,7/13/17,7/13/17,H8AL02171,2018
JETTA,Jetta,H,House,REP,REPUBLICAN PARTY,FL,21,21,{21},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/6/17,10/6/17,10/6/17,H8FL21055,2018
HALCOVAGE,Halcovage,H,House,REP,REPUBLICAN PARTY,PA,9,9,{09},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/16/18,3/16/18,3/16/18,H8PA09073,2018
SEARCY,Searcy,H,House,DEM,DEMOCRATIC PARTY,NC,2,2,{02},{2018},{2018},C,C,Challenger,10/17/17 22:53,7/10/17,7/10/17,7/10/17,H8NC02086,2018
BARNETT,Barnett,H,House,DEM,DEMOCRATIC PARTY,OR,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/3/18,1/3/18,1/3/18,H8OR03060,2018
SPAULDING,Spaulding,H,House,DEM,DEMOCRATIC PARTY,CO,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/2/17,7/2/17,7/2/17,H8CO05130,2018
HOWE,Howe,H,House,DEM,DEMOCRATIC PARTY,PA,10,10,{10},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,5/2/17,3/7/18,3/7/18,H8PA11053,2018
MCSALLY,Mcsally,H,House,REP,REPUBLICAN PARTY,AZ,2,2,"{02,02,02,02}","{2012,2014,2016,2018}","{2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,2/6/12,11/23/16,11/23/16,H2AZ08102,2018
ALLEN,Allen,H,House,DEM,DEMOCRATIC PARTY,UT,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:03,3/7/17,9/8/17,9/8/17,H8UT03139,2018
MUSSELWHITE,Musselwhite,H,House,DEM,DEMOCRATIC PARTY,AZ,8,8,"{08,08}","{2018,2020}","{2018,2020}",N,C,Challenger,1/28/19 21:05,3/13/18,11/19/18,11/19/18,H8AZ08232,2020
STEVENS,Stevens,H,House,REP,REPUBLICAN PARTY,CO,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,2/21/18,2/21/18,2/21/18,H8CO05189,2018
JONES,Jones,H,House,DEM,DEMOCRATIC PARTY,OH,8,8,{08},{2018},{2018},C,C,Challenger,5/9/18 1:03,12/6/17,12/6/17,12/6/17,H8OH08071,2018
GASPAR,Gaspar,H,House,REP,REPUBLICAN PARTY,CA,49,49,{49},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,1/22/18,1/22/18,1/22/18,H8CA49090,2018
RIEGER,Rieger,H,House,DEM,DEMOCRATIC PARTY,PA,16,16,{16},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/8/17,2/27/18,2/27/18,H8PA03126,2018
SIEGEL,Siegel,H,House,DEM,DEMOCRATIC PARTY,TX,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,12/5/17,12/5/17,12/5/17,H8TX10110,2018
D'ALESSANDRO,D'Alessandro,H,House,DEM,DEMOCRATIC PARTY,IA,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,8/28/17,8/28/17,8/28/17,H8IA03173,2018
VEASEY,Veasey,H,House,DEM,DEMOCRATIC PARTY,TX,33,33,"{33,33,33,33,33}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,12/2/11,1/28/19,1/28/19,H2TX33073,2020
LIEGEOIS,Liegeois,H,House,DEM,DEMOCRATIC PARTY,WI,8,8,{08},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,9/12/17,9/12/17,9/12/17,H8WI08045,2018
WYSOCKI,Wysocki,H,House,REP,REPUBLICAN PARTY,RI,1,1,{01},{2018},"{2018,2020}",N,C,Challenger,8/2/18 21:22,7/16/18,7/16/18,7/16/18,H8RI01092,2018
HUFFMAN,Huffman,H,House,DEM,DEMOCRATIC PARTY,NC,8,8,{08},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/31/18,1/31/18,1/31/18,H8NC08091,2018
JACKSON,Jackson,H,House,REP,REPUBLICAN PARTY,OK,2,2,{02},{2018},{2018},C,C,Challenger,10/17/17 22:53,6/1/17,6/1/17,6/1/17,H8OK02130,2018
BERA,Bera,H,House,DEM,DEMOCRATIC PARTY,CA,7,7,"{03,07,07,07,07,07}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,4/13/09,12/13/18,12/13/18,H0CA03078,2020
KEADY,Keady,H,House,DEM,DEMOCRATIC PARTY,NJ,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,2/24/17,2/24/17,2/24/17,H8NJ04162,2018
