name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
NEW YORK RED TO BLUE FUND,{2018},"KYRIACOPOULOS, JANICA",H,House,T,J,Joint fundraising committee,,,,,DC,C00683268,,7/20/18,12/10/18,8/9/18
STEVE FERRARA FOR CONGRESS,{2018},DAVID SATTERFIELD,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00640268,H8AZ09024,5/11/17,12/10/18,5/11/17
MCHENRY FOR CONGRESS,"{2004,2006,2008,2010,2012,2014,2016,2018,2020}","LISKER, LISA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00393629,H4NC10047,12/17/03,4/15/19,2/24/17
FRIENDS OF BERRYMAN,{2008},"Quinnell, Jody",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00434720,H8MI07088,5/7/07,7/22/08,5/29/07
JOE SIMPKINS FOR CONGRESS,"{1984,1986}",JOE STOCKETT SIMPKINS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00168062,H4TN06010,6/22/83,3/28/86,7/13/85
WILLIAMSON FOR U S CONGRESS,"{2012,2014,2016,2018}","WILLIAMSON, NANCY MARIE MS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00500199,H2AZ05132,8/8/11,6/21/18,6/14/17
COMMITTEE TO ELECT ANTHONY P PEDUTO TO CONGRESS,{1984},JOHN V BEHRMANN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00181644,H4NJ14012,4/6/84,9/21/84,4/6/84
CONSERVATIVE COMMITTEE TO ELECT CHRIS IRISH,{2012},MATT BARTHOLOMEW,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,TX,C00496281,H2TX08067,5/11/11,2/3/12,6/28/11
BILL OTTO FOR CONGRESS,"{2016,2018}","FERDMAN, HARVEY MR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00577460,H6MO02301,5/6/15,1/20/17,5/6/15
FRIENDS OF DARLENA WILLIAMS BURNETT,{2010},RACHEL IVY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00464511,H0IL07092,7/27/09,10/19/10,8/28/09
COMMITTEE TO ELECT GERRY MANSELL,"{1988,1990,1992,1994,1996}",GERRY MANSELL,H,House,A,P,Principal campaign committee,,,,,CA,C00224824,H8CA15059,3/25/88,3/25/88,3/25/88
COMMITTEE TO ELECT BOB TODD,"{1998,2000}",BOBBY G TODD,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00336958,H8CA02065,5/12/98,6/29/00,5/12/98
CITIZENS TO ELECT MICHAEL CHANDLER FOR CONGRESS,"{2012,2014,2016,2018}",MICHAEL GENE CHANDLER,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,SC,C00525345,H2SC04121,7/19/12,7/26/17,7/19/12
TURNER FOR US CONGRESS,{2000},HAROLD C TURNER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00350504,H0NJ13103,11/10/99,9/15/00,6/5/00
MIKE TEMPLEMAN FOR CONGRESS,{2010},BETH TEMPLEMAN BROCK,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00474601,H0KY06112,1/27/10,7/1/10,1/27/10
COMMITTEE TO ELECT DANIEL ULYSSES LOCKWOOD,{2020},"HUPFELD-COUSINEAU, SONIA",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00702159,H0NC04170,4/13/19,4/15/19,4/13/19
THE COMMITTEE TO ELECT MARK ALLIEGRO,"{2014,2016}","ALLIEGRO, MARK C MR.",H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,MA,C00550715,H4MA09052,10/22/13,3/6/15,1/8/15
CASTLE FOR CONGRESS 1994,"{1994,1996}",TED HAYDEN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TN,C00288779,H2TN07046,1/31/94,6/20/95,2/7/94
FRIENDS OF NEWT GINGRICH 1982,"{1980,1982,1984}",MARTHA LEWIN,H,House,T,A,Authorized by a candidate,,,,,GA,C00141101,H6GA06033,3/31/81,4/19/85,12/22/81
COMMITTEE TO ELECT SAM MEAS,"{2010,2012,2014,2016}",LISA MARIE MURACH,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MA,C00463182,H0MA05058,6/22/09,6/11/15,7/13/10
JESS PHOENIX FOR CONGRESS,"{2018,2020}","PHOENIX, CARLOS PELAEZ",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00637827,H8CA25082,4/17/17,2/28/19,4/17/17
LARRY LITTLE FOR CONGRESS,"{1992,1994}",GLORIA S BLACK,H,House,T,P,Principal campaign committee,,,,,NC,C00261206,H2NC12039,2/27/92,4/2/93,2/27/92
COMMITTEE TO ELECT PHILLIPS D HAMILTON; THE,{1982},BETTY HAMILTON,H,House,A,P,Principal campaign committee,,,,,GA,C00160671,H2GA01090,8/19/82,8/19/82,8/19/82
GOODWIN EXPLORATORY COMMITTEE,{2010},LORAINE GOODWIN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00464701,H0CA19132,8/3/09,12/28/10,10/6/09
SEAN STANDARD FOR CONGRESS,"{2016,2018}","STANDARD, SEAN DAVID MR. SR.",H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00607440,H6FL21026,1/28/16,4/26/18,1/28/16
TOPHAM FOR CONGRESS,"{1978,1980}",,H,House,T,P,Principal campaign committee,,,,,VT,C00099887,H8UT02057,11/27/79,11/27/79,
FRED TAYLOR FOR CONGRESS,{2006},PATRICIA C TAYLOR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00415117,H6FL09112,9/21/05,3/6/06,9/21/05
LAMAGNA FOR CONGRESS,"{2000,2002}",FRANK M SUTTELL,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00359778,H6NY03122,7/12/00,1/14/02,7/12/00
FRIENDS OF JOHN G DRESCHER,{2008},EDWARD E GREEN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00438606,H8PA03076,9/5/07,10/9/08,9/24/08
COMMITTEE TO ELECT JAMES MCCLURE CLARKE TO CONGRESS,"{1980,1982,1984,1986,1988,1990,1992}",JAMES H LEE,H,House,T,P,Principal campaign committee,,,,,NC,C00141374,H2NC11015,4/10/81,11/29/91,1/26/90
JOHN L SMITH,"{1988,1990,1992,1994,1996}",SUSAN HOPKINS,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00226605,H8OH14038,4/25/88,5/15/96,4/25/88
PATRICK MCGEHEARTY FOR CONGRESS,"{2014,2016}",JANET ELIZABETH MCDOWELL,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00553511,H2TX24114,12/18/13,5/19/15,12/18/13
CITIZENS FOR MURPHY AND THE TRUTH,"{1994,1996,1998}",MARIA SUNSERI,H,House,T,P,Principal campaign committee,,,,,PA,C00291997,H4PA18149,3/25/94,2/14/97,3/25/94
JOHN E JACKSON FOR CONGRESS,"{1990,1992,1994,1996}",VIRGINIA HARTMAN,H,House,A,P,Principal campaign committee,,,,,OH,C00246835,H0OH00026,7/15/90,5/15/96,9/9/92
FASIL FOR CONGRESS,"{2018,2020}","MOGHUL, FASIL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MN,C00654871,H8MN04083,9/7/17,9/7/17,9/7/17
COMMITTEE TO ELECT KEVIN PAUL HAMILTON,"{1996,1998}",TAMMY L BREWER,H,House,A,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,GA,C00316646,H6GA06090,4/10/96,9/11/97,4/10/96
COMMITTEE TO ELECT JERRY LAMMERS,"{1990,1992}",REEVE W KELSEY,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00243022,H0OH09050,3/23/90,12/7/90,3/23/90
COMMITTEE TO RE-ELECT RON PAUL,"{1976,1978,1980,1982,1984}",J ARTHUR VANDAVEER,H,House,T,P,Principal campaign committee,,,,,TX,C00063883,H6TX22101,10/8/76,3/15/85,7/16/82
COMMITTEE TO ELECT BILL BLOXOM,"{1984,1986}",FRED M KAPLAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00186718,H4CA25057,7/2/84,5/24/85,7/2/84
DONNA SMITH CONGRESS COM,"{2000,2002}",C PATRICK SMITH,H,House,T,P,Principal campaign committee,,,,,IA,C00355966,H6IA02120,3/27/00,4/26/02,12/5/00
FRIENDS OF A DWIGHT PETTIT,{1996},ARTHUR M FRANK,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MD,C00309732,H4MD07017,12/21/95,8/23/96,1/29/96
DANNIEL NEW YORK,"{2006,2008}",DANNIEL MAIO,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00429548,H6NY14236,10/10/06,1/23/07,10/10/06
FOSSARD FOR CONGRESS COMMITTEE,"{1994,1996}",L KEITH ROBINETTE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00293753,H4MO07057,5/11/94,3/1/96,5/11/94
FRIENDS OF JONATHAN EBEL,{2018},"HSIAO-WECKSLER, ROBIN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00654111,H8IL13176,8/28/17,7/19/18,3/30/18
CRAIG BURRIDGE ELECTION COMMITTEE,"{2008,2010}",SELIG CORMAN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00449975,H8NY21195,5/12/08,8/27/09,5/12/08
MARSHALL JOHNSON FOR U S CONGRESS,"{1994,1996,1998,2000}",STEVEN R PROCHNOW,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OR,C00282699,H4OR04042,7/20/93,1/24/00,12/10/93
CITIZENS COMMITTEE FOR EUGENE M BARNES,"{1982,1984,1986,1988,1990,1992,1994}",WILLIAM H MANSKER,H,House,A,P,Principal campaign committee,,,,,IL,C00151092,H2IL02024,3/1/82,8/6/93,3/1/82
DIANGELO 2018,{2018},"STEVENS, FRANK",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00638577,H8CT05179,4/25/17,3/2/18,12/4/17
SAM GASKINS FOR CONGRESS,"{2014,2016,2018}",SAMUEL LEWIS GASKINS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00565663,H4KY01073,7/3/14,3/9/18,7/3/14
HOPFMANN FOR CONGRESS COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",ALWIN E HOPFMANN,H,House,A,P,Principal campaign committee,,,,,MA,C00111203,H0MA02014,7/10/79,5/15/96,7/23/79
EATON FOR CONGRESS,"{2004,2006}",LISA T EATON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00404715,H4NC03026,8/12/04,3/21/06,8/12/04
EDDIE TRAYLOR FOR CONGRESS !,{2012},PHILLIP WADE YATES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00510925,H2TX10105,1/30/12,7/19/12,1/30/12
ROBIN FICKER FOR CONGRESS,"{2016,2018}","GINTHER, AMY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MD,C00601021,H4MD08171,1/1/16,4/18/17,1/1/16
BILL GOTHA COMMITTEE; THE,{1986},ROBERT E DES MARAIS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MA,C00200261,H6MA06012,12/17/85,2/6/87,8/4/86
COMMITTEE TO ELECT MEGAN BUHR,"{2018,2020}",CASEY FREDETTE,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00661082,,11/20/17,11/20/17,11/20/17
MALOTT FOR CONGRESS,"{2000,2002}",DUANE ROBERT MALOTT,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,PA,C00348102,H0PA13031,8/23/99,10/26/01,8/23/99
KEVIN JOHNS FOR CONGRESS,{1988},TED SANDLER,H,House,T,P,Principal campaign committee,,,,,GA,C00228882,H8GA07102,6/16/88,4/21/89,6/16/88
COMMITTEE FOR KATE HELMS,"{1992,1994,1996,1998,2000}",JOHN W PADRNOS,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SD,C00264903,H2WI00011,4/13/92,1/27/00,8/12/99
BURG FOR CONGRESS COMMITTEE,"{1986,1988,1990,1992}",JAMES A BURG,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SD,C00204610,H6SD01067,3/31/86,9/27/91,5/11/87
JIM WILLIAMS FOR CONGRESS COMM,{2000},JAMES F WILLIAMS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00357624,H8GA07110,5/10/00,10/27/00,5/10/00
MCCORMICK FOR CONGRESS,"{1998,2000,2002,2004}",JOSEPH F MCCORMICK,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00330308,H8GA02038,10/6/97,7/31/03,1/22/99
COMMITTEE TO ELECT DARRELL V DIGRAZIA,"{1992,1994,1996}",DARRELL V DIGRAZIA,H,House,A,P,Principal campaign committee,,,,,FL,C00256362,H2FL08022,11/27/91,11/27/91,11/27/91
COMMITTEE TO ELECT JOSH IMHOFF FOR CONGRESS,"{2018,2020}","MARTINEZ, URIEL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00663328,H8TX24129,12/14/17,1/31/18,1/31/18
BILL NELSON CAMPAIGN COMMITTEE 1986,"{1986,1988}","HUBERT C NORMILE, JR",H,House,T,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,FL,C00193938,H8FL09019,2/5/85,8/21/87,7/21/86
MANSFIELD FOR CONGRESS,"{2012,2014,2016}","MANSFIELD, ROBERT ALLEN JR.",H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00506758,H2PA02139,11/25/11,11/12/15,6/27/12
ANDREW U. D. STRAW FOR VERMONT,{2020},"STRAW, ANDREW U. D.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,DC,C00703447,H0VT01054,4/21/19,4/21/19,4/21/19
SCHWARZ FOR CONGRESS COMMITTEE,"{1976,1978,1980}",JERRY F. POWERS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00049593,H6MI03081,4/14/76,8/1/80,4/14/76
KUCINICH FOR CONGRESS COMMITTEE,"{1992,1994}",BLANCHE E NOFEL,H,House,T,P,Principal campaign committee,,,,,OH,C00268714,H6OH23033,5/18/92,4/22/94,5/18/92
TOM M RICHARDS FOR CONGRESS,"{1984,1986,1988,1990,1992,1994}",LLOYD CROSLIN JR,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00172627,H4TX19037,11/18/83,11/17/93,11/18/83
PAT JONES FOR CONGRESS,{1998},ROY E BENNETT,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NE,C00334623,H8NE02196,3/10/98,6/26/98,4/13/98
FRIDAY FOR U.S. CONGRESS,{2018},"FRIDAY, STEVEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00659581,H8MI07112,11/1/17,10/11/18,6/7/18
YOUNG KIM FOR CONGRESS,"{2018,2020}","LAWLER, KELLY",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00665638,H8CA39240,1/11/18,4/15/19,9/25/18
MIKE WOOD FOR CONGRESS 4TH DISTRICT-MISSISSIPPI,"{1994,1996}",BERNELL MCGEHEE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00295188,H4MS04056,4/28/94,5/26/95,4/28/94
FORCADE FOR CONGRESS,"{2010,2012}",SHANNON MARIE FORCADE,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00468769,H0FL10063,10/13/09,5/18/12,10/13/09
SCOTT TATE FOR US CONGRESS,"{2002,2004}",MARY OLECK TATE,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,VA,C00379842,H2VA08095,7/12/02,10/8/04,7/12/02
ANDERSON FOR CONGRESS,"{1990,1992,1994,1996,1998}",INGE A FISCHER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00242354,H0NC07058,3/5/90,3/20/98,2/26/98
COMMITTEE TO ELECT MATT MOORE TO US CONGRESS,"{2012,2014}",BETTY BIRDSONG,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,MS,C00534008,H2MS04225,10/24/12,9/8/14,10/24/12
BOB RIES FOR CONGRESS,"{2010,2012,2014,2016}","O'QUIN, ROBERT WAYNE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00474593,H0TN05150,1/28/10,4/14/16,10/9/14
ROGERS FOR CONGRESS,{2000},GEETA MURUGIAH BERRY,H,House,T,P,Principal campaign committee,,,,,OK,C00344812,H0OK06047,4/21/99,11/15/00,4/21/99
FRIENDS OF GINNY WELSCH,"{2006,2008}","Thomas, Joseph N. II",H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,TN,C00426304,H6TN05280,7/13/06,8/22/08,10/11/06
ERDAHL FOR CONGRESS,"{1978,1980,1982,1984}",STEVE LINDROTH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MN,C00081752,H8MN01022,10/27/77,11/15/84,7/13/82
CHARLIE STUART FOR CONGRESS,"{2006,2008,2010}","STUART, CHARLES S MR",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00411603,H6FL08163,5/12/05,8/4/10,4/21/10
MORGAN FOR CONGRESS,{2002},JOHN MORGAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00372730,H2MI12073,2/6/02,10/11/02,2/6/02
"CITIZENS' EXPLORATORY COMMITTEE, BOB ANDERSON FOR CONGRESS","{1986,1988}",TERRENCE DONNELLY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00206185,H6MI11092,5/2/86,2/8/88,6/18/87
DUPAY FOR CONGRESS,{1982},PAUL DACEY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NH,C00163055,H2NH02013,10/18/82,1/31/83,10/18/82
KEIRSTEAD FOR CONGRESS,"{2018,2020}","BRAHAM, ERIC",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00647925,H8CA48076,6/15/17,2/13/19,6/15/17
MARK A. AUGUSTI FOR CONGRESS,"{2002,2004,2006,2008}","Augusti, Mark",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00369736,H2IL05126,10/16/01,4/17/07,12/25/06
MAHAFFEY-WALTMAN COMMITTEE,"{1980,1982,1984}",SUE WALTMAN,H,House,T,P,Principal campaign committee,,,,,CA,C00138214,H0CA40054,11/3/80,9/4/81,11/3/80
DERICKSON K FOR CONGRESS,"{2016,2018,2020}","SCHIEBLER, MATTHEW",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00611905,H6NY16132,3/14/16,2/19/19,3/19/18
UKE FOR CONGRESS,"{1992,1994}",CHRIS MILLER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00257089,H2CA49010,12/11/91,12/16/94,12/11/91
DIAL FOR CONGRESS COMMITTEE,"{1990,1992,1994,1996,1998}",JIMMY HURST,H,House,A,A,Authorized by a candidate,,,,,AL,C00235259,H0AL03101,1/23/89,8/9/96,3/1/89
JOEL HAUGEN FOR CONGRESS,"{2008,2010}",ROBERT MARTIN BUCHANAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OR,C00452680,H8OR01171,7/2/08,3/25/09,7/2/08
SCARDINO FOR CONGRESS,"{1992,1994}",JANE A. LAWRENCE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00263426,H2GA01173,3/24/92,8/26/94,6/29/92
RON SLOTIN FOR CONGRESS,{2018},"SLOTIN, RON",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00631614,H8GA06245,1/24/17,5/4/17,1/24/17
MAYMIN FOR CONGRESS,"{2006,2008}",PHILIP MAYMIN,H,House,T,P,Principal campaign committee,,,,,CT,C00424283,H6CT04101,5/6/06,1/16/07,5/6/06
ZUKOWSKI FOR U S HOUSE OF REPRESENTATIVE,"{2000,2002}",ANDREW G ZUKOWSKI,H,House,A,P,Principal campaign committee,,,,,OH,C00350637,H0OH12088,11/16/99,10/26/01,12/22/99
KIRAN HILL FOR CONGRESS,"{2012,2014}",F STEVEN DONAHUE,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NV,C00524447,H2NV04078,7/9/12,4/8/13,7/9/12
PREYER FOR CONGRESS,"{1976,1978,1980,1982,1984,1986,1988,1990,1992}","MR JOHN DILLARD, TREAS",H,House,A,P,Principal campaign committee,,,,,NC,C00020313,H6NC06024,7/6/76,7/29/92,4/24/80
WENDYROGERS.ORG,"{2012,2014,2016,2018,2020}","CURTIS, ELIZABETH",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00510958,H2AZ09035,1/24/12,4/14/19,2/27/18
JERRY YELLIN FOR CONGRESS,{1992},ALAN BALMER,H,House,T,P,Principal campaign committee,,,,,IA,C00274662,H2IA04034,8/18/92,4/16/93,9/11/92
ED MUNSTER FOR CONGRESS - 92,"{1992,1994}",JOSEPH E DEMICHELE,H,House,T,A,Authorized by a candidate,,,,,CT,C00260968,H2CT02021,2/20/92,2/14/94,2/20/92
ARONOFF FOR CONGRESS,"{2018,2020}",LYNNE ARONOFF,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00662973,H8TX29094,12/4/17,2/21/19,12/4/17
CAMPBELL FOR CONGRESS,{2000},CARL G BULGINI,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CT,C00352468,H0CT04088,1/13/00,11/8/00,1/13/00
"COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","{1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","BARNETT, ROBERT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00165241,H4NY07011,1/31/83,8/21/17,8/17/09
AUSTIN INNOVATION 2017,{2018},"KYRIACOPOULOS, JANICA",H,House,T,J,Joint fundraising committee,,,,,DC,C00632596,,2/8/17,7/20/17,3/25/17
TEAM STOOKSBERRY,"{2012,2014}",TREY JONES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00516625,H2TN09158,3/21/12,10/8/13,3/21/12
JAMES P DUNLEAVY FOR CONGRESS COMMITTEE,"{1982,1984}",GEORGETTE DUNLEAVY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ME,C00151225,H2ME02022,3/2/82,1/29/85,4/2/84
HARWELL FOR CONGRESS VOLUNTEER COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994}","M. NATHAN PRIDGEN, JR.",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SC,C00126151,H0SC06013,4/17/80,8/6/93,6/7/82
CAROL RUTH SILVER CONGRESSIONAL CAMPAIGN COMMITTEE,"{1988,1990,1992,1994,1996,1998,2000}",THOMAS FOX,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,CA,C00213496,H8CA05050,2/18/87,2/9/99,2/18/87
WOLF FOR CONGRESS COMMITTEE,{2006},RICHARD J TOMPKINS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00413203,H6OH18124,7/13/05,11/8/05,8/18/05
DELAY FOR CONGRESS,"{2002,2004,2006}",JOHN L PRZYBYSZ,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AR,C00368845,H2AR03192,7/27/01,11/14/05,7/27/01
BENNIE FOR CONGRESS COMMITTEE,{1994},GREGORY JOHN HASTINGS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00285353,H4KS02099,11/5/93,3/24/95,11/5/93
DEWINE FOR RE-ELECTION COMMITTEE,"{1984,1986,1988,1990}",RONALD C RUSSELL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00170001,H2OH07027,9/9/83,4/12/90,10/22/85
SCOTT WALLACE FOR CONGRESS,"{2018,2020}","TAFT, TOM",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00667097,H8PA08174,1/24/18,4/29/19,7/13/18
ELLEN LIPTON FOR CONGRESS,{2018},"MELE, STEVE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00664599,H8MI09134,1/2/18,11/5/18,1/2/18
JOHN HALL FOR CONGRESS,"{2006,2008,2010,2012,2014}","HTOO, SUSAN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,DC,C00417451,H6NY19144,12/5/05,2/4/13,8/13/10
MIKE MUSTOKOFF FOR CONGRESS COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992}",ROBERT COHEN,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00116939,H0PA04048,12/7/79,7/29/92,12/7/79
"VIRGINIA REDISTRICTING DEFENSE FUND (WITTMAN, REGELL, FORBES, HUNT, GOODLATTE, CANTOR & GR",{2014},ROSE ANN JANIS,H,House,T,J,Joint fundraising committee,,,,,VA,C00561837,"H0VA02084,H0VA05095,H0VA07042,H0VA09055,H2VA04052,H2VA06115,H8VA01147",4/16/14,7/23/14,4/16/14
BRUCE MCPHERSON FOR CONGRESS,{2018},"MCPHERSON, STEPHANIE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00656165,H8GA02061,9/21/17,4/20/18,9/21/17
CHARLES HATCHER FOR CONGRESS CAMPAIGN COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998}",STEPHEN J KAPLAN,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00117556,H0GA02035,12/17/79,9/11/97,4/16/92
FRED OGIN,"{1996,1998}",FRED OGIN,H,House,A,P,Principal campaign committee,,,,,OR,C00303446,H2OR02099,6/6/95,9/11/97,6/6/95
TINDALL FOR US CONGRESS COMMITTEE,{1992},STEPHEN JOHN MASON,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00273342,H2MI09061,7/30/92,11/6/92,7/30/92
HOPLAND FOR CONGRESS CAMPAIGN 96',{1996},TAMMY L WRIGHT,H,House,T,P,Principal campaign committee,,,UNK,UNKNOWN,TN,C00318568,H6TN01198,5/21/96,11/8/96,5/28/96
ELECT FAWELL,"{2018,2020}",WILLIAM W FAWELL,H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00675728,"C00675728,H4IL17077",4/6/18,2/4/19,5/23/18
NANCY NAPLES FOR CONGRESS,{1996},THOMAS O'NEILL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00315267,H6NY29150,3/14/96,10/11/96,3/14/96
