"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website","per_advertise","per_poll","per_research","per_consulting","per_fundraise","per_pay","per_materials","per_travel","per_event","per_mail","per_radio","per_television","per_newspaper","per_smedia","per_website"
"169","VICKY HARTZLER FOR CONGRESS","C00464602","HARTZLER, VICKY","H0MO04086","REP","MO",4,"midwest","I","GOP Hold",64.8,32.7,"32.1",1428849.47,19336,NA,NA,223715.54,204404.29,73475.98,NA,NA,24532.26,500649.33,NA,NA,10136,9200,11500,0.0135325661701789,NA,NA,0.156570404858673,0.143055160317203,0.051423177558375,NA,NA,0.0171692403679164,0.350386335657877,NA,NA,0.00709381933703625,0.00643874683314261,0.00804843354142827
"170","GIBBS FOR CONGRESS","C00466516","GIBBS, ROBERT","H0OH18077","REP","OH",7,"midwest","I","GOP Hold",58.7,41.3,"17.4",1863554.11,14965.54,46345,10500,121600,111804.02,NA,NA,3398.9,2199.32,2763.3,NA,NA,NA,NA,752.49,0.00803064419739333,0.0248691464075599,0.00563439502167179,0.0652516604414561,0.0599950489229422,NA,NA,0.00182388049896764,0.00118017501514888,0.00148281178698911,NA,NA,NA,NA,0.000403792943795981
"171","ANDY BARR FOR CONGRESS, INC.","C00467571","BARR, GARLAND ANDY","H0KY06104","REP","KY",6,"south","I","GOP Hold",51,47.8,"3.2",5638304.37,NA,NA,253405.11,427972.39,318517.29,394300.96,NA,88159.7,300,39179.69,NA,NA,NA,NA,NA,NA,NA,0.0449434960177575,0.0759044496209062,0.0564916806717194,0.0699325425030221,NA,0.0156358533017614,5.32074858527015e-05,0.0069488426712941,NA,NA,NA,NA,NA
"172","BUCSHON FOR CONGRESS","C00468256","BUCSHON, LARRY D.","H0IN08114","REP","IN",8,"midwest","I","GOP Hold",64.4,35.6,"28.8",1264125.96,212892,43000,500,276442.87,311004.72,45245.71,NA,9391.78,12046.21,55815.9,NA,197892,NA,NA,117493,0.168410432770481,0.0340155976228825,0.000395530204917238,0.218683010038019,0.246023521263656,0.0357920898958518,NA,0.00742946533587523,0.00952927981955216,0.0441537487292801,NA,0.156544526622964,NA,NA,0.092944060732682
"173","WALORSKI FOR CONGRESS INC","C00468579","WALORSKI SWIHART, JACKIE","H0IN02190","REP","IN",2,"midwest","I","GOP Hold",54.8,45.2,"9.6",2954090.14,2482306.22,30657.3,15000,916000.31,404644.85,5500,NA,50364.77,20291.06,34137.89,27975,979448,NA,NA,801.2,0.840294676993167,0.0103779162270248,0.00507770558416339,0.310078659278826,0.136977827629864,0.00186182538085991,NA,0.0170491649249403,0.00686880191137296,0.011556143645637,0.00946992091446472,0.331556571933177,NA,NA,0.000271217180935447
"174","TED DEUTCH FOR CONGRESS COMMITTEE","C00469163","DEUTCH, THEODORE ELIOT","H0FL19080","DEM","FL",22,"south","I","Dem Hold",62,38,"24",1545121.41,7824.06,20530,NA,350390.47,258798.68,159587.87,NA,57916.2,42400.18,6796.86,NA,NA,NA,NA,4740.48,0.00506371858506575,0.0132869817654006,NA,0.22677212789382,0.167494074138808,0.103285003344818,NA,0.0374832680624107,0.0274413257919972,0.004398916457963,NA,NA,NA,NA,0.00306803075105923
"175","VOTETIPTON.COM","C00470757","TIPTON, SCOTT R.","H6CO03139","REP","CO",3,"west","I","GOP Hold",51.5,43.6,"7.9",1678605.31,830719.79,48983,16000,354704.04,285505.32,NA,NA,3749.31,17720.23,484287.39,NA,791226,NA,NA,43838.06,0.494886907035937,0.0291807726975438,0.00953172249884042,0.2113087799061,0.170084842636415,NA,NA,0.00223358640513296,0.0105565196859767,0.288505813197982,NA,0.471359166616719,NA,NA,0.0261157639254698
"176","DENNY HECK FOR CONGRESS","C00472159","HECK, DENNIS","H0WA03161","DEM","WA",10,"west","I","Dem Hold",61.5,38.5,"23",1216307.54,NA,27500,NA,231616.42,169181,242527.02,NA,2345.8,70359.79,2431.91,NA,NA,NA,NA,19300,NA,0.0226094134054287,NA,0.190425868773287,0.139093933430685,0.199396132987879,NA,0.00192862407150744,0.0578470392446963,0.00199942031108349,NA,NA,NA,NA,0.0158676974081736
"177","BILL FLORES FOR CONGRESS","C00472241","FLORES, BILL","H0TX17104","REP","TX",17,"south","I","GOP Hold",56.8,41.3,"15.5",1568825.02,61907.44,NA,3000,345013.26,312013.26,83.57,NA,50630.92,83154.7,246973.93,3448.5,NA,NA,109728.11,49479.52,0.0394610228743037,NA,0.00191225915048193,0.219918254490867,0.198883403835566,5.32691657352583e-05,NA,0.0322731466891062,0.05300444532686,0.157426052524328,0.00219814189347898,NA,NA,0.069942860804196,0.0315392216271513
"178","JAIME FOR CONGRESS","C00472704","HERRERA BEUTLER, JAIME","H0WA03187","REP","WA",3,"west","I","GOP Hold",52.7,47.3,"5.4",3150893.21,100400,61500,5000,360982.23,220642.13,119583.31,NA,7012.38,13098.75,238915.8,50400,NA,NA,26529,8108.84,0.0318639805631496,0.0195182749465508,0.0015868516216708,0.114565047413968,0.0700252643598797,0.0379521938796523,NA,0.00222552131495437,0.00415715453587207,0.0758247849345551,0.0159954643464416,NA,NA,0.00841951733426091,0.0025735051807738
"179","MCKINLEY FOR CONGRESS","C00473132","MCKINLEY, DAVID B. MR.","H0WV01072","REP","WV",1,"south","I","GOP Hold",64.6,35.4,"29.2",1475399.59,34500,NA,67000,330518.69,158437.2,NA,NA,NA,10877.93,13297.11,NA,NA,NA,NA,NA,0.0233834957213185,NA,0.0454114264732851,0.224019778940023,0.107385959081092,NA,NA,NA,0.00737287042353048,0.00901254825480872,NA,NA,NA,NA,NA
"180","MIKE KELLY FOR CONGRESS","C00474189","KELLY, GEORGE J JR","H0PA03271","REP","PA",16,"northeast","I","GOP Hold",51.6,47.3,"4.3",3254181.56,87052.41,37243,15000,328800,365678.98,70711.67,902.44,NA,111336.51,16230.11,NA,NA,NA,6613.4,2192.5,0.0267509382604946,0.0114446595290768,0.00460945393593835,0.101039230275769,0.112372027576728,0.0217294790398849,0.000277317040663214,NA,0.0342133676155426,0.00498746296134749,NA,NA,NA,0.00203227751066231,0.000673748516969656
"181","MARINO FOR CONGRESS","C00475145","MARINO, THOMAS ANTHONY","H0PA10078","REP","PA",12,"northeast","I","GOP Hold",66,34,"32",928028.85,279545,11740,NA,270665.59,71260.55,NA,NA,5303.24,12470.85,19683.72,1560,106500,NA,NA,NA,0.301224471631458,0.0126504687866115,NA,0.291656439344531,0.0767869985938476,NA,NA,0.00571452062077596,0.0134379981829229,0.0212102457806134,0.00168098222377462,0.114759363353844,NA,NA,NA
"182","JUSTIN AMASH FOR CONGRESS","C00476291","AMASH, JUSTIN","H0MI03126","REP","MI",3,"midwest","I","GOP Hold",54.4,43.2,"11.2",766276.39,NA,NA,NA,329360.2,146591.25,27575,NA,2580.9,17515.3,164583.6,NA,NA,NA,NA,2536.01,NA,NA,NA,0.429819063066787,0.191303362485173,0.0359857100647457,NA,0.00336810586060207,0.0228576793289951,0.214783597860819,NA,NA,NA,NA,0.00330952386514218
"183","KAREN BASS FOR CONGRESS","C00476523","BASS, KAREN","H0CA33117","DEM","CA",37,"west","I","Dem Hold",89.1,10.9,"78.2",1087472.07,1037.41,21000,NA,239735.88,119032.03,NA,NA,42290.69,29611.81,NA,960,NA,NA,NA,NA,0.000953964730330959,0.0193108407832488,NA,0.220452448033907,0.109457551401757,NA,NA,0.0388889895811301,0.0272299499149436,NA,0.000882781292948517,NA,NA,NA,NA
"184","CICILLINE COMMITTEE","C00476564","CICILLINE, DAVID N","H0RI01073","DEM","RI",1,"northeast","I","Dem Hold",66.9,33.1,"33.8",2141274.48,80115.86,NA,2250,330774.6,365577.64,88000.65,NA,33591.1,31604.66,10790.65,5673.76,NA,NA,NA,125.8,0.0374150351803567,NA,0.00105077607799258,0.154475571950029,0.170728995004881,0.041097323496799,NA,0.0156874330282029,0.0147597425249284,0.00503935861599583,0.00264971168012052,NA,NA,NA,5.87500580495407e-05
"185","JOHNSON FOR CONGRESS","C00476820","JOHNSON, BILL","H0OH06189","REP","OH",6,"midwest","I","GOP Hold",69.3,30.7,"38.6",1889929.6,NA,34000,NA,513041.77,378915.53,214559.51,NA,46907.65,53170.45,3476.8,NA,NA,NA,NA,3249.9,NA,0.0179900880964032,NA,0.271460783512783,0.200491875464568,0.11352777902415,NA,0.0248197869380955,0.0281335611654529,0.00183964524392866,NA,NA,NA,NA,0.00171958786189708
"186","MORGAN GRIFFITH FOR CONGRESS","C00477240","GRIFFITH, H MORGAN","H0VA09055","REP","VA",9,"south","I","GOP Hold",65.2,34.8,"30.4",1238470.19,4925.06,10500,NA,102918.3,107973.23,128288.56,28654.13,10857.34,55427.92,23483.56,649,NA,NA,NA,676.27,0.00397672874144835,0.00847820164327088,NA,0.0831011523983472,0.0871827443824062,0.103586312400462,0.0231367135288093,0.00876673503138578,0.0447551507073416,0.0189617482839857,0.000524033606331695,NA,NA,NA,0.000546052707170933
"187","PALAZZO FOR CONGRESS","C00477323","PALAZZO, STEVEN MCCARTY","H0MS04120","REP","MS",4,"south","I","GOP Hold",69.6,29.3,"40.3",904935.99,46552.01,NA,30385.7,145440.9,135850.21,23334.23,NA,11120.94,81765.1,694.6,29436.1,NA,5349.75,NA,NA,0.0514423235614709,NA,0.0335777340450345,0.16071954437352,0.150121347256837,0.0257855033481429,NA,0.0122892006980516,0.0903545675092445,0.000767568101695237,0.0325283780568833,NA,0.00591174410026504,NA,NA
"188","WOMACK FOR CONGRESS COMMITTEE","C00477745","WOMACK, STEVE","H0AR03055","REP","AR",3,"south","I","GOP Hold",64.8,32.6,"32.2",1380713.43,378887.76,NA,32123.37,207789.97,193084.03,NA,NA,13989.99,7178.04,67247.63,148579.25,8058.74,NA,NA,NA,0.274414481504681,NA,0.0232657764471806,0.150494639571949,0.13984366763203,NA,NA,0.0101324356640755,0.00519879059914699,0.048704987247064,0.107610490903967,0.00583664924589022,NA,NA,NA
"189","WOMACK FOR CONGRESS COMMITTEE","C00477745","WOMACK, STEVE","H0AR03055","REP","AR",3,"south","I","GOP Hold",66.8,31.3,"35.5",1380713.43,378887.76,NA,32123.37,207789.97,193084.03,NA,NA,13989.99,7178.04,67247.63,148579.25,8058.74,NA,NA,NA,0.274414481504681,NA,0.0232657764471806,0.150494639571949,0.13984366763203,NA,NA,0.0101324356640755,0.00519879059914699,0.048704987247064,0.107610490903967,0.00583664924589022,NA,NA,NA
"190","THE BILL KEATING COMMITTEE","C00479063","KEATING, WILLIAM RICHARD","H0MA10082","DEM","MA",9,"northeast","I","Dem Hold",59.5,40.5,"19",666546.34,3749.01,NA,NA,340271.33,146254.74,51202.68,1631.74,1688.87,12544.43,5171.03,NA,NA,NA,NA,1355.07,0.00562453017145065,NA,NA,0.510499134988874,0.219421713425056,0.0768178848600384,0.0024480518488782,0.00253376231876091,0.0188200418293498,0.00775794523153484,NA,NA,NA,NA,0.00203297193110384
"191","DANIEL WEBSTER FOR CONGRESS","C00481911","WEBSTER, DANIEL","H0FL08208","REP","FL",11,"south","I","GOP Hold",65.2,34.8,"30.4",552157.27,7899,NA,NA,120411.21,123388.38,39746.84,NA,NA,8700.97,79472.81,NA,NA,NA,NA,478.8,0.0143057067780707,NA,NA,0.218074118629281,0.223466006342722,0.0719846358266731,NA,NA,0.0157581371698683,0.143931474451111,NA,NA,NA,NA,0.000867144246783167
"192","ROB WOODALL FOR CONGRESS","C00482307","WOODALL, ROB REP.","H0GA07133","REP","GA",7,"south","I","GOP Hold",50.1,49.9,"0.2",1628008.99,203957,NA,NA,46860.59,413407.76,269037.26,NA,2421.27,1950,206222.06,NA,NA,NA,17760.42,NA,0.125280020720279,NA,NA,0.0287839872432154,0.253934568260584,0.165255389652363,NA,0.00148725837195776,0.00119778208350066,0.12667132753364,NA,NA,NA,0.010909288652024,NA
"193","AUSTIN SCOTT FOR CONGRESS INC","C00482737","SCOTT, JAMES AUSTIN","H0GA08099","REP","GA",8,"south","I","GOP Hold",99.7,0,"99.7",666734.01,NA,NA,NA,208273.24,170376.35,NA,NA,1043.09,77085.42,5071.68,NA,NA,NA,NA,NA,NA,NA,NA,0.31237830510551,0.255538711757032,NA,NA,0.00156447696435945,0.115616451004202,0.00760675160398672,NA,NA,NA,NA,NA
"194","TED YOHO FOR CONGRESS","C00494583","YOHO, THEODORE SCOTT","H2FL06109","REP","FL",3,"south","I","GOP Hold",57.6,42.4,"15.2",1134420.25,98001.69,NA,NA,183592.53,118096.99,35500.43,NA,4464.17,70658.47,24991.4,NA,NA,NA,NA,NA,0.0863892283305063,NA,NA,0.161838198850911,0.104103386729918,0.0312938965960807,NA,0.00393519949948002,0.062285973826719,0.0220301074491574,NA,NA,NA,NA,NA
"195","LOIS FRANKEL FOR CONGRESS","C00494856","FRANKEL, LOIS J.","H2FL14053","DEM","FL",21,"south","I","Dem Hold",100,0,"100",829482.24,NA,NA,NA,153923,191784.4,93798.4,NA,21491.87,10119.52,468.95,NA,NA,NA,NA,5228,NA,NA,NA,0.185565154475158,0.231209772496154,0.11308066101572,NA,0.0259099821112505,0.0121998030964472,0.000565352671083108,NA,NA,NA,NA,0.0063027268673046
"196","ANN WAGNER FOR CONGRESS","C00495846","WAGNER, ANN L.","H2MO02102","REP","MO",2,"midwest","I","GOP Hold",51.2,47.2,"4",4512961.56,189700,NA,265000,118623,439654.74,479479.77,NA,31219.36,9453.12,36212.89,NA,NA,NA,NA,NA,0.042034481676374,NA,0.0587197556364739,0.0262849568787375,0.0974204486687451,0.106245037460501,NA,0.00691771015217776,0.00209465998642364,0.00802419642147362,NA,NA,NA,NA,NA
"197","SCHNEIDER FOR CONGRESS","C00495952","SCHNEIDER, BRADLEY SCOTT","H2IL10068","DEM","IL",10,"midwest","I","Dem Hold",65.6,34.4,"31.2",3935187,11652.18,NA,59852.5,414976.99,232958.28,773179.24,NA,6615.3,104936.19,19859.24,NA,NA,NA,NA,1803.21,0.00296102319915165,NA,0.0152095694562927,0.105452927649944,0.0591987826753849,0.196478398612315,NA,0.00168106369532121,0.0266661253963281,0.00504658101381205,NA,NA,NA,NA,0.000458227271029306
"198","AMODEI FOR NEVADA","C00496760","AMODEI, MARK EUGENE EUGENE","H2NV02395","REP","NV",2,"west","I","GOP Hold",58.2,41.8,"16.4",1078162.43,529287.37,NA,NA,269963.17,170048.43,NA,6814.89,10427.51,53050.18,281.59,242446.5,NA,2556,NA,300,0.490916169282582,NA,NA,0.25039192842214,0.157720604306347,NA,0.00632083794646786,0.00967155755928168,0.0492042558003065,0.000261175860115994,0.224870106074833,NA,0.00237070030347839,NA,0.00027825120932845
"199","VARGAS FOR CONGRESS","C00497321","VARGAS, JUAN CARLOS","H2CA50026","DEM","CA",51,"west","I","Dem Hold",71.2,28.8,"42.4",939929.87,8155.4,NA,NA,210732.6,153238.14,NA,NA,952.2,73403.09,35533.93,NA,NA,6155.4,NA,7049.85,0.00867660477690745,NA,NA,0.22420034379799,0.163031461059962,NA,NA,0.00101305430372162,0.0780942199443029,0.0378048736763733,NA,NA,0.00654878645361063,NA,0.00750040000324705
"200","TULSI FOR HAWAI'I","C00497396","GABBARD, TULSI","H2HI02508","DEM","HI",2,"west","I","Dem Hold",77.4,22.6,"54.8",1600813.33,362329.82,NA,NA,183357.83,42103.51,6000,NA,109284.58,6226.7,12829.85,NA,21281.14,NA,26329.58,57308.37,0.226341081255239,NA,NA,0.114540419275494,0.0263013239651122,0.00374809472632265,NA,0.0682681596610643,0.00388971023873221,0.00801458218741844,NA,0.0132939547673557,NA,0.0164476266573817,0.0357995332285245
"201","WENSTRUP FOR CONGRESS","C00497818","WENSTRUP, BRAD DR.","H2OH02085","REP","OH",2,"midwest","I","GOP Hold",57.6,41.2,"16.4",1995659.9,728115.07,47500,NA,272500.58,134500,79997.84,NA,NA,1076.41,99111.71,NA,NA,NA,NA,NA,0.364849276171756,0.0238016507722583,NA,0.136546602955744,0.067396253239342,0.0400859084255789,NA,NA,0.000539375471742455,0.0496636275549757,NA,NA,NA,NA,NA
"202","CASTRO FOR CONGRESS","C00497933","CASTRO, JOAQUIN","H2TX35011","DEM","TX",20,"south","I","Dem Hold",80.9,19.1,"61.8",1075043.82,1301.28,75500,NA,304575.51,296665,3528.73,NA,64744.03,51366.08,9815.25,NA,NA,NA,2665,NA,0.00121044368219335,0.0702296953811613,NA,0.283314507123998,0.275956193115923,0.00328240573486577,NA,0.0602245497304473,0.047780452335422,0.00913009294821117,NA,NA,NA,0.00247896871775887,NA
"203","ROGER WILLIAMS FOR U S CONGRESS COMMITTEE","C00498121","WILLIAMS, ROGER","H2TX33040","REP","TX",25,"south","I","GOP Hold",53.5,44.8,"8.7",1868421.94,120279.62,NA,NA,462543.9,376921.4,176305.66,NA,45280.66,99424.15,185969.1,64547,40692,NA,15040.62,15000,0.0643749773137432,NA,NA,0.247558589469357,0.201732484472967,0.0943607309599458,NA,0.0242347079268401,0.0532129000797325,0.0995327104754507,0.0345462652830977,0.0217788065580091,NA,0.00804990547263644,0.0080281652012714
"204","ALAN LOWENTHAL FOR CONGRESS","C00498212","LOWENTHAL, ALAN","H2CA00104","DEM","CA",47,"west","I","Dem Hold",64.9,35.1,"29.8",672763.29,32000,NA,NA,NA,114233,NA,NA,NA,5057.56,27208.68,20164,11836,NA,NA,127.98,0.0475650209749108,NA,NA,NA,0.169796720032093,NA,NA,NA,0.00751759210880843,0.0404431698406136,0.0299719088418157,0.0175931121330951,NA,NA,0.000190230355761534
"205","MULLIN FOR CONGRESS","C00498345","MULLIN, MARKWAYNE MR.","H2OK02083","REP","OK",2,"south","I","GOP Hold",65,30.1,"34.9",2152382.93,3918.89,61985.65,5137.69,134345.61,143976.17,129802.85,NA,736.24,13984.55,210835.01,NA,185,913.46,NA,3850,0.00182072155719986,0.0287986162387935,0.00238697767408888,0.0624171508366311,0.0668915219467941,0.060306578439553,NA,0.000342058092794854,0.00649724071171666,0.0979542288044442,NA,8.59512484611648e-05,0.00042439474280722,NA,0.0017887151706783
"206","FRIENDS OF CHERI BUSTOS","C00498568","BUSTOS, CHERI","H2IL17071","DEM","IL",17,"midwest","I","Dem Hold",62.1,37.9,"24.2",3150766.29,NA,55100,NA,227930.17,364902.8,413542.42,NA,54314.15,179487.1,11956.11,NA,NA,NA,NA,1656,NA,0.01748780929099,NA,0.0723411859278208,0.115813985048063,0.131251378851079,NA,0.017238393774995,0.0569661737748248,0.00379466736011067,NA,NA,NA,NA,0.000525586428055887
"207","MARK TAKANO FOR CONGRESS","C00498667","TAKANO, MARK","H2CA43245","DEM","CA",41,"west","I","Dem Hold",65.1,34.9,"30.2",1280663.7,300,NA,21500,309653.75,84641,272606.64,17079.78,28305.72,56635.33,452.44,NA,NA,NA,NA,750,0.000234253535881434,NA,0.0167881700715028,0.241791619454819,0.0660915117684682,0.212863564415857,0.0133366628569233,0.0221023833188994,0.0442234210277062,0.000353285565913987,NA,NA,NA,NA,0.000585633839703585
"208","TONY CARDENAS FOR CONGRESS","C00498873","CARDENAS, TONY","H2CA28113","DEM","CA",29,"west","I","Dem Hold",80.6,19.4,"61.2",1749976.47,720,NA,NA,658050.94,176329.6,127704.7,4808.2,59262.75,149707.12,510.96,NA,NA,NA,NA,NA,0.000411434103453974,NA,NA,0.376034164619368,0.100761126233886,0.0729750954879982,0.00274757980031583,0.0338648839089819,0.0855480759692729,0.00029198106875117,NA,NA,NA,NA,NA
"209","GEORGE HOLDING FOR CONGRESS INC.","C00499236","HOLDING, GEORGE E MR.","H2NC13110","REP","NC",2,"south","I","GOP Hold",51.4,45.7,"5.7",3022972.3,1367320.15,44500,29000,778464.84,652309.56,41200.38,NA,2530.98,59875.29,152152.89,NA,NA,NA,8176.12,NA,0.452309850804786,0.0147206112341817,0.0095932073211521,0.25751636559819,0.215784167125845,0.013629096105181,NA,0.000837248822954812,0.0198067610477278,0.0503322144235328,NA,NA,NA,0.00270466256009028,NA
"210","TITUS FOR CONGRESS","C00499467","TITUS, DINA","H8NV03036","DEM","NV",1,"west","I","Dem Hold",66.2,30.9,"35.3",832848.23,6015.25,NA,36750,329702.23,159717.23,99723.56,1605.76,4356.22,28417.73,40446.29,NA,NA,NA,NA,2655.69,0.00722250439314736,NA,0.0441256866211987,0.395873123245996,0.191772311264923,0.11973797434858,0.00192803435507091,0.00523050880470743,0.0341211387337643,0.0485638181640849,NA,NA,NA,NA,0.00318868420960683
"211","FRIENDS OF DAN KILDEE","C00499947","KILDEE, DANIEL T.","H2MI05119","DEM","MI",5,"midwest","I","Dem Hold",59.5,35.9,"23.6",1172862.05,173047.14,2500,NA,118691.4,136105.77,71035.44,NA,NA,4436.7,1313.46,NA,NA,NA,NA,1050,0.147542620208404,0.00213153797584294,NA,0.101198090602386,0.116045846994538,0.060565895196285,NA,NA,0.00378279781496895,0.00111987594790027,NA,NA,NA,NA,0.000895245949854034
"212","FRIENDS OF SUSAN BROOKS","C00500207","BROOKS, SUSAN MRS.","H2IN05082","REP","IN",5,"midwest","I","GOP Hold",56.8,43.2,"13.6",1995850.63,NA,112946,13081.35,354035.29,251922.69,86551.28,NA,12293.75,38871.18,1334.87,NA,NA,NA,NA,15061,NA,0.0565904072691051,0.00655427305198686,0.177385664377098,0.126223218417903,0.0433656099805425,NA,0.00615965434246951,0.0194759965579188,0.000668822596208014,NA,NA,NA,NA,0.00754615589644602
"213","BONAMICI FOR CONGRESS","C00500421","BONAMICI, SUZANNE MS.","H2OR01133","DEM","OR",1,"west","I","Dem Hold",63.7,32.1,"31.6",970262.88,NA,NA,23500,181681.11,112666.11,187239.04,NA,NA,25310.34,14246.12,NA,NA,NA,NA,NA,NA,NA,0.0242202401889269,0.187249366893228,0.116119159376684,0.192977639214643,NA,NA,0.02608606442823,0.0146827424749054,NA,NA,NA,NA,NA
"214","DAVID ROUZER FOR CONGRESS","C00501643","ROUZER, DAVID CHESTON","H2NC07096","REP","NC",7,"south","I","GOP Hold",55.6,42.7,"12.9",1393023.81,619879.98,NA,17500,459458.83,174246.15,79168.89,NA,3950.72,2979.63,3171.51,4590,304724.59,NA,NA,1424.32,0.444988790249034,NA,0.0125625993427923,0.329828411188463,0.125084832541376,0.0568324025990625,NA,0.00283607499860322,0.00213896559312938,0.00227670911095195,0.00329499034190952,0.218750453375237,NA,NA,0.00102246637119577
"215","COLLINS FOR CONGRESS","C00502039","COLLINS, DOUGLAS ALLEN","H2GA09150","REP","GA",9,"south","I","GOP Hold",79.5,20.5,"59",921740.44,16846.67,7500,NA,262830.87,159833.82,36487.78,NA,3590.23,183991.34,54553.6,NA,NA,NA,NA,NA,0.0182770216743447,0.00813678089246036,NA,0.285146293461964,0.17340436967266,0.0395857428149729,NA,0.00389505531513839,0.199612962625357,0.05918542534599,NA,NA,NA,NA,NA
"216","MARK POCAN FOR CONGRESS","C00502179","POCAN, MARK","H2WI02124","DEM","WI",2,"midwest","I","Dem Hold",100,0,"100",923951.16,NA,NA,NA,307583.24,258918.24,59609.14,NA,15924.2,2861.47,5106.49,NA,NA,NA,NA,1665,NA,NA,NA,0.332899890509364,0.280229357577732,0.0645154663802792,NA,0.0172348936712196,0.00309699270251471,0.00552679645967434,NA,NA,NA,NA,0.00180204330280834
"217","WEBER FOR CONGRESS","C00502229","WEBER, RANDY","H2TX14149","REP","TX",14,"south","I","GOP Hold",59.2,39.3,"19.9",693176.99,7405.69,74544.47,NA,60282.11,143909.8,400,NA,736.84,4189.74,42078.17,NA,NA,5515.69,2450,2904,0.0106836927752031,0.107540312323408,NA,0.0869649611421753,0.207609026375789,0.000577053199645303,NA,0.00106298969906661,0.00604425718170478,0.0607033565842975,NA,NA,0.007957116406879,0.00353445084782748,0.0041894062294249
"218","SWALWELL FOR CONGRESS","C00502294","SWALWELL, ERIC MICHAEL","H2CA15094","DEM","CA",15,"west","I","Dem Hold",73,27,"46",2548505.74,105840.89,NA,3604.76,540492.18,265390.08,325680.94,NA,189335.6,112196.38,9975.7,NA,NA,NA,5000,11660,0.0415305676337225,NA,0.0014144602240527,0.212081994368983,0.10413556298288,0.127792900321268,NA,0.07429278931112,0.0440243779870788,0.00391433295339566,NA,NA,NA,0.00196193397626014,0.00457523003263865
"219","DR. RAUL RUIZ FOR CONGRESS","C00502575","RUIZ, RAUL DR","H2CA36439","DEM","CA",36,"west","I","Dem Hold",59,41,"18",2895822.96,NA,NA,133220.28,1303803.85,318904.92,746408.08,17159.21,56109.18,116603.36,79243.24,NA,NA,NA,NA,8596.73,NA,NA,0.0460042902622749,0.450236035838324,0.110125834488169,0.257753353816906,0.00592550381602058,0.0193759013499914,0.0402660527285826,0.0273646701109104,NA,NA,NA,NA,0.00296866559825881
"220","JEFFRIES FOR CONGRESS","C00503052","JEFFRIES, HAKEEM","H2NY10092","DEM","NY",8,"northeast","I","Dem Hold",94.2,0,"94.2",1467854.12,10700,15750,42498.87,308861.45,358558.95,NA,NA,38127.96,134412.71,166,NA,NA,NA,NA,1254.37,0.00728955272476259,0.0107299491042066,0.028953061084844,0.210416992936601,0.244274240276684,NA,NA,0.0259753060474429,0.0915708912545069,0.000113090257225289,NA,NA,NA,NA,0.000854560397323407
